hpol,vpol
248.43113866653925,252.12721281820185
248.72208131472541,248.59164022962904
244.89753636987862,251.9432853478857
245.57403512699017,253.731347630703
246.1310788436074,251.43862650841373
248.42369041062997,253.11306611458673
249.0040218329398,254.53781801228587
245.97247164073406,252.64703828495027
245.5916000254141,250.992973417187
245.8798949202528,252.13803840651778
242.79696491984294,251.51435641959776
241.71191648919736,249.8155867692094
242.98413442425408,249.5444837308372
243.21899765803636,247.9295572541647
240.61117326590443,249.7590398490421
244.09417373025155,249.54103811776758
244.86883292164572,253.9215690462028
247.56472243665905,252.36203584621356
248.25787595919218,253.13288122657676
248.02802199706923,253.9843497612393
248.5544473873354,256.28375923424437
250.43048587001118,252.51768561910214
251.2680139841237,255.88573253882797
249.20417004178688,255.6816684993856
252.7055546408509,253.90788459903067
247.49894370850734,253.80738713448585
251.85217500277108,252.89843276900794
246.4484431774037,252.55724879482202
244.944031530011,252.66813268145955
247.06983209071845,253.1022231707442
246.87553969915282,252.51043983815387
247.2711126053672,253.48330432221502
246.4775605162366,254.56571799865196
248.08821245713443,254.85985259159258
248.6675773530884,254.23603196609068
248.63952900256416,252.64189667597384
245.3634844699359,252.68765668513637
247.63996491176212,253.9475800899537
248.2585741625321,253.9601444147848
249.55981458654026,254.78294842667364
248.9637295041587,256.2105283866833
245.87644212493856,253.54069690226518
247.88417016450177,256.1332378197425
251.05275719612283,254.66708227625966
248.5095503061447,253.78858036480975
251.06665817571306,253.3865536066674
248.3378399548962,256.08149917148125
247.89822938630343,255.60329249763902
247.87008872794843,257.927606155471
248.62817108333383,254.09190404066098
247.3893863575663,252.617280133371
246.91419904919206,256.20391052832224
248.4662468048295,253.6246405550616
252.25232289254618,253.4680990059165
247.98697506875848,252.90085424241107
245.62777164169387,252.9701643629948
248.4707942715707,253.60239251139282
247.47569538103218,254.40880561482297
244.92467334891774,250.23728010844616
247.21985658925541,252.15643319066217
243.22089777810152,250.5075316494094
245.64153235857913,250.82314303470616
242.87670040769373,251.9802255207085
245.99547517850155,249.93573780988314
245.54093288159902,250.02340161171745
247.01456786869906,254.70902758065603
247.2317237653013,253.8990998433318
247.15005636264868,254.8918656003183
248.45928338048003,254.22448890140075
248.508737876786,253.71053286816016
246.65327168666403,255.2944226461271
248.76363979983904,254.24242044736388
248.2616769396108,252.90864541027764
248.4953184732714,252.39858722446303
245.54873100183391,252.07976382464525
247.89295317198625,251.41961263859895
247.62833929831478,250.65644657210893
244.80293888958002,251.03558635615818
246.11128293510814,252.64656272907993
245.78136194442658,252.2682893961482
245.11883674398618,253.12246489390654
246.7046426654898,252.55241602746995
245.60086029480786,253.48085384849443
246.92535546541012,250.03617231226923
247.41697100010109,253.04656111928
245.5611975943366,252.94895337704565
245.97717425225912,252.44300177309074
249.98345303501696,254.2881380606136
250.12129354823117,254.0405296081724
251.46250115168098,257.5142303326277
251.82342447526582,259.78340964184633
254.0219942030581,258.9263787657659
252.84406499395644,258.3022752602898
254.67613224540926,257.74368750876073
252.44303000646292,260.03483911224475
251.29698115878443,259.83772390971353
252.42004547116127,259.7151065581553
253.737007948292,259.52369200748547
252.07267382185623,258.4602121653231
252.68615532425125,259.68909351779166
250.9130875433322,255.86833367350619
249.9749551741856,257.71182594323477
250.85859896753172,256.5668545315221
249.31024557712328,255.99790322454962
248.08714777536463,254.64250867820766
247.19251265333563,256.6584519579211
248.28870886180755,254.94468957543842
247.64923019752146,253.39822463370353
248.36354942237773,252.2145027131565
244.33202135671056,247.83898591112248
247.39089155692417,253.17027229994622
245.23634432637286,251.50514625920871
245.71836030053464,254.06194121535498
247.63259773735808,255.52769166403868
249.39495548344263,256.7227167295
249.508355914688,255.02757582592133
248.8870239749083,254.94689126377088
247.94136072077623,253.19093368353487
248.5784515216661,255.45806115930864
248.5663684158036,255.09171350378867
245.95761127146724,251.11297682150362
244.64341052290155,250.66006147284875
245.24460649389195,249.44211362095515
245.75233749347817,251.40032909783142
242.1917299706415,249.67407934844553
240.04511820983072,247.2449891595373
239.2236908469772,249.34034443958862
241.2970935471801,247.7925012967858
238.79031939153182,245.44298470831728
238.92626085367172,242.94697399912053
240.481405728668,242.89930959910782
238.77802205582685,245.06156061912444
238.0726697176921,244.82288479283815
237.34174168749206,245.8394278076687
239.1927109668262,242.6447921487219
236.53786906487844,244.773847883953
237.1852209299164,246.85677721624543
239.47137724082936,247.67877404503668
239.64527996595737,244.68308060257004
241.2339053971223,247.48791588868198
241.2611897090107,249.88262543814773
241.21642392745358,251.24534962904514
241.23100013766773,249.2123647102063
241.51163799838034,247.30635277952615
242.1062757438781,247.44827510011004
241.6948200609116,247.0479322809625
241.88376627885455,246.73422146386892
242.19407070800338,244.61057949757532
238.0486264803663,244.30688610044203
240.48842809314976,246.64052399494494
240.41510198790945,243.13961444897484
240.2329966164194,244.20565980614444
241.18298032969074,246.70171636861053
242.78512477956426,246.77520347279267
240.8788017074692,247.4252212327616
239.54587577242836,247.0094131557866
242.73425647502188,247.3159951160345
238.39802037533988,246.8899282981199
240.40319548464464,247.9041226194643
241.0327805821548,249.27405341081206
244.48322628407973,248.70011617751004
246.82590994470354,254.02335637943065
247.84115195299702,253.02352760502353
248.7129021804476,255.67784526845963
250.0600230842543,253.28633020030415
249.38343924760585,255.62646683723108
252.79157762771592,254.9338074372495
248.5265063829828,255.117653972245
248.0869813511341,253.9430890218207
248.892037546215,255.83000925043052
246.48449442775456,254.26272407071633
247.40597950909748,253.02990961094125
245.91541042541766,251.9602934528079
246.319821288392,250.5659420888959
243.16022742917926,246.0854265061417
243.34836067546237,250.7662173242487
240.17062415482746,249.72403576600888
239.36772367425502,245.5360436126486
238.53559837848758,247.1575746317203
239.49102146689017,245.35999380367716
238.20313333399898,242.4579480276885
236.22613592153374,245.91870173193252
238.92155678668593,244.0044394388023
238.82057863686566,244.92446650255596
238.52054713039348,246.77626498195704
237.5620607374688,246.48948751187334
242.0174761002804,246.91560222609772
240.30159034055967,246.41002150148185
239.7242841711592,249.06114233496615
241.07849853092256,247.1877242170851
241.2915969752437,245.94467057650917
241.41178888740492,245.1277998187389
239.92952560553394,246.0237106904209
239.934237463331,247.21470583457656
238.61477469444395,245.65240404458592
238.0681739197151,246.07276889665044
238.43815604656731,245.6357600500601
238.76881909396187,243.96651656024105
234.55331188579046,242.60316009614758
235.52005283664275,242.61134067790206
239.5755779951388,243.2743049270809
235.136940690632,241.41162079703795
234.5097207914873,241.81904136002822
235.88789722627004,241.88965940813782
235.11906501064516,243.69841808293046
235.2212277177814,242.40444532206962
237.83456991363576,242.90952123624035
238.16285895194522,245.06992255705157
239.8583179155834,247.8942697224488
242.99187891951365,247.72506390001467
242.32466857895088,251.07937022002542
246.09503740204042,250.40805756515553
243.8007007692293,249.76093975941123
243.2970103858538,250.1706531997292
244.10577229217898,249.87712066864458
244.18933855654322,250.16383190700648
244.57234932092456,251.53853109147926
240.05739699519583,247.68110303929237
243.50583124885347,249.5442665711089
243.69103522629888,246.86654251434476
242.50188937522023,248.46225975131065
243.75078291262156,248.6941987322455
242.3587124743485,250.2927272705002
244.1718928587543,250.39544931173234
243.1554328476721,248.6844680655652
241.74733964068574,248.57649380755987
245.0066006281514,250.33718514391737
244.27399419365912,247.40951595637907
242.83370244275852,249.42556835629946
242.07456283717744,250.08710666514673
245.84886635605883,250.02969023471056
241.78203558023102,251.31352562442794
242.8915471213535,248.31618272143834
243.58106567920385,253.5646743482501
245.06181247626964,252.50987954289167
244.86414040941042,251.24151502120023
244.9452701378211,252.79604110365068
246.922358455375,251.13537222594513
247.68751291708665,250.68348522224727
245.44669206441827,250.41213458648053
243.55851951546555,250.84461527223124
243.33963638709463,248.18100042076475
242.56728723825825,248.95823151014162
242.14144503383224,246.6496520363685
242.1114062848818,247.59953600938803
241.65199968346107,249.87937740097993
240.46726567849808,248.20679155278117
242.01438269175142,247.97087394447308
244.22484783241143,248.93399366506785
244.34311394754917,249.56893079492804
242.9628369890416,249.28238840023624
243.37668146315295,247.40688990756718
241.88279989355112,247.28835654490803
236.84261409090314,244.39929849717967
239.46971781255314,243.62229363976027
238.39655239553912,244.25147913387755
238.80493644770115,243.9403568843301
238.12582269990784,246.22608922089117
238.83485511567184,245.62778868908026
239.38275714192048,246.76797883159932
240.79560542251,246.95471161396367
240.85112188535763,248.2554510658065
239.4991562441747,249.33616440269552
240.80922989863345,244.88797683464412
239.99709886176691,246.04597962154247
237.94186154668705,246.1380600835035
240.35989163820767,242.40237483500803
238.4530375804513,243.66933117969498
237.6424916004043,246.07145318216396
240.9183542921766,246.85208957955928
240.03622861827716,244.84561327861582
239.12208538406603,244.804622234956
241.79820003258249,244.6911518057107
239.57242519076112,248.83016519778803
241.12268488172776,246.66437922177346
241.05518544784903,247.32041499883007
240.33383633038957,246.70526570587938
239.76741729373367,244.62012092538623
238.35359832329883,245.19207812580694
239.40479772246331,242.05016691795143
240.08635267478041,242.82370235463281
240.56317623661195,245.56787348322564
241.04424145554958,246.94076880845782
241.12515831122755,245.600870448357
241.83216756347196,245.63388436054043
241.564845343032,246.27520409639703
240.8127051769334,247.57012730698867
240.12571115698586,246.53406467901104
239.6794659154309,244.7427952697859
239.3938208002921,243.96572890413833
238.78396530078751,244.75686689659045
237.06689865143628,243.66252896390958
238.1123644425675,241.55366506380656
237.53096788260908,240.55639977183992
234.1258761812093,244.38983434074999
234.9274828650552,241.78008887544155
235.85442829223598,243.82015005204698
238.35247762613466,243.6279986519596
234.7640028883174,240.81389430685647
237.11013341265968,239.42866940420046
234.75088039111225,241.35735430735517
234.26600833671606,242.65147880367232
235.20727925584595,242.23905868177832
237.45369749187105,243.69307909908423
241.7265854397352,247.61997286211565
242.57075842679805,248.63706341521078
247.30065582881298,249.14267208163463
243.4382536066063,249.59031448391764
243.3129412224015,249.10490155542303
243.6899581898416,252.76587990382032
244.74168579148076,250.43611410570514
240.7341796734786,249.09073905476075
242.2324417889929,248.9454722355507
242.89373249684883,248.55187075818571
238.27128171035767,247.6727493043625
242.70064770781076,246.20011611090106
242.94924430491605,246.76889353911918
238.08163212773977,243.3692184569236
239.96438107988754,247.71951566127694
239.25819363729616,247.00945952546476
240.67005228637973,246.19626286858272
239.07110639578303,246.85341038602098
239.56885435501277,245.64518067018662
239.51602039290114,242.93584983347426
238.4426084875925,246.2569776490662
239.38803209422687,244.53206568597707
234.54570406900189,244.43311336976058
239.2124507006314,245.73124895278795
239.21983998395754,247.43847993541488
239.40513897938126,247.17113807377726
239.98995395767258,244.99687490991985
239.43632024295556,247.3868041511657
241.2830243397174,247.08964477054528
241.43799855759406,245.76495063926046
240.6414150926919,247.0830555314367
240.8114356407722,245.78596046795607
242.1301014342623,247.14667588018676
241.25707752114383,249.7280253483645
243.5838720766927,247.1359283246795
241.04345582722055,247.01824366097927
240.05926298920042,245.91514544378717
240.7444497232053,248.36928907701372
241.95387933595472,246.23583839859307
240.20433248178955,247.34283444109246
240.10469399242763,244.74183385996378
241.83322281040444,248.93658302554317
240.20060613651702,244.09284194271382
240.67441043201876,247.18964269096
243.41459187887168,246.77445409984415
241.57525219101888,249.9452745518994
241.51244636963537,248.88438719948022
244.12013330748485,249.84735368439837
247.63129254844898,252.1366487675042
248.63639564710203,253.05134406628846
250.97754139120102,259.58687466685404
