system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,.geo
2009_08_09_0,93.0,0.0,32.0,0.0,65.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_13_0,88.0,8.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_17_0,89.0,0.0,34.0,4.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_21_0,89.0,0.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_25_0,88.0,0.0,34.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_08_29_0,91.0,8.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_02_0,94.0,72.0,34.0,0.0,62.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_06_0,62.0,32.0,107.0,,19.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_10_0,50.0,32.0,16.0,6.0,13.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_14_0,90.0,72.0,32.0,5.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_18_0,87.0,8.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_22_0,88.0,0.0,34.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_26_0,89.0,0.0,34.0,7.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_09_30_0,87.0,0.0,34.0,8.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_04_0,83.0,0.0,2.0,10.0,36.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_08_0,72.0,64.0,0.0,7.0,22.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_12_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_16_0,64.0,0.0,2.0,7.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_20_0,1.0,32.0,107.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_24_0,39.0,0.0,0.0,6.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_10_28_0,45.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_01_0,40.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_05_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_09_0,42.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_13_0,27.0,32.0,10.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_17_0,41.0,8.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_21_0,33.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_25_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_11_29_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_03_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_07_0,35.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_11_0,33.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_15_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_19_0,30.0,32.0,18.0,9.0,4.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_23_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_27_0,41.0,8.0,2.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2009_12_31_0,25.0,72.0,0.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_01_0,36.0,72.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_05_0,42.0,72.0,16.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_09_0,61.0,72.0,10.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_13_0,27.0,0.0,8.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_17_0,35.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_21_0,5.0,32.0,99.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_25_0,35.0,8.0,8.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_01_29_0,41.0,72.0,16.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_02_0,39.0,8.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_06_0,25.0,72.0,8.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_10_0,41.0,72.0,16.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_14_0,47.0,8.0,16.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_18_0,33.0,8.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_22_0,41.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_02_26_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_02_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_06_0,33.0,8.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_10_0,38.0,0.0,0.0,8.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_14_0,4.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_18_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_22_0,36.0,0.0,0.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_26_0,44.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_03_30_0,42.0,0.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_03_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_07_0,44.0,8.0,2.0,7.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_11_0,55.0,64.0,2.0,8.0,15.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_15_0,47.0,0.0,99.0,,12.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_19_0,86.0,72.0,97.0,,42.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_23_0,45.0,32.0,107.0,,12.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_04_27_0,68.0,8.0,2.0,10.0,23.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_01_0,94.0,0.0,32.0,0.0,67.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_05_0,93.0,8.0,32.0,0.0,65.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_09_0,91.0,0.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_13_0,45.0,48.0,105.0,,12.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_17_0,39.0,32.0,8.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_21_0,91.0,0.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_25_0,91.0,72.0,34.0,1.0,61.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_05_29_0,92.0,8.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_02_0,91.0,32.0,34.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_06_0,91.0,0.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_10_0,49.0,32.0,97.0,,13.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_14_0,91.0,8.0,34.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_18_0,91.0,8.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_22_0,93.0,8.0,32.0,1.0,62.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_26_0,77.0,8.0,0.0,12.0,36.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_06_30_0,91.0,8.0,34.0,1.0,61.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_04_0,87.0,72.0,32.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_08_0,96.0,8.0,99.0,,61.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_12_0,89.0,0.0,34.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_16_0,90.0,0.0,32.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_20_0,90.0,8.0,34.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_24_0,59.0,32.0,8.0,9.0,19.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_07_28_0,73.0,32.0,2.0,8.0,29.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_01_0,91.0,0.0,32.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_05_0,89.0,8.0,34.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_09_0,89.0,8.0,32.0,5.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_13_0,88.0,8.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_17_0,91.0,8.0,99.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_21_0,87.0,0.0,34.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_25_0,88.0,0.0,32.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_08_29_0,89.0,64.0,97.0,,48.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_02_0,86.0,0.0,32.0,7.0,46.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_06_0,87.0,0.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_10_0,88.0,0.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_14_0,86.0,0.0,34.0,9.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_18_0,87.0,8.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_22_0,87.0,32.0,34.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_26_0,76.0,0.0,0.0,8.0,25.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_09_30_0,82.0,0.0,2.0,9.0,32.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_04_0,76.0,0.0,2.0,8.0,25.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_08_0,66.0,0.0,0.0,8.0,18.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_12_0,58.0,0.0,0.0,8.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_16_0,57.0,0.0,2.0,9.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_20_0,56.0,0.0,2.0,9.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_24_0,47.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_10_28_0,49.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_01_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_05_0,46.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_09_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_13_0,45.0,0.0,0.0,7.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_17_0,25.0,0.0,2.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_21_0,46.0,72.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_25_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_11_29_0,42.0,8.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_03_0,36.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_07_0,40.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_11_0,48.0,8.0,10.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_15_0,41.0,72.0,8.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_19_0,5.0,48.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_23_0,2.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_27_0,4.0,64.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2010_12_31_0,41.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_01_0,41.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_05_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_09_0,100.0,8.0,107.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_13_0,2.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_17_0,3.0,4.0,97.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_21_0,3.0,0.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_25_0,10.0,0.0,107.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_01_29_0,27.0,0.0,8.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_02_0,5.0,0.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_06_0,2.0,48.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_10_0,7.0,0.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_14_0,35.0,72.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_18_0,41.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_22_0,39.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_02_26_0,37.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_02_0,26.0,48.0,2.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_06_0,42.0,8.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_10_0,31.0,72.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_14_0,36.0,0.0,2.0,7.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_18_0,32.0,72.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_22_0,27.0,8.0,18.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_26_0,27.0,48.0,16.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_03_30_0,59.0,72.0,2.0,7.0,18.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_03_0,33.0,8.0,0.0,7.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_07_0,42.0,8.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_11_0,44.0,8.0,0.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_15_0,6.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_19_0,50.0,72.0,18.0,8.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_23_0,3.0,48.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_04_27_0,51.0,0.0,0.0,5.0,13.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_01_0,79.0,0.0,2.0,8.0,33.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_05_0,86.0,8.0,32.0,8.0,47.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_09_0,86.0,0.0,32.0,6.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_13_0,93.0,0.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_17_0,86.0,0.0,32.0,6.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_21_0,88.0,0.0,34.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_25_0,55.0,8.0,105.0,,16.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_05_29_0,92.0,0.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_02_0,92.0,8.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_06_0,93.0,8.0,99.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_10_0,90.0,8.0,97.0,,50.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_14_0,94.0,0.0,99.0,,57.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_18_0,85.0,8.0,34.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_22_0,87.0,32.0,32.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_26_0,94.0,0.0,34.0,0.0,67.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_06_30_0,90.0,8.0,34.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_04_0,86.0,8.0,32.0,6.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_08_0,93.0,8.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_12_0,94.0,0.0,32.0,0.0,67.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_16_0,93.0,8.0,32.0,1.0,64.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_20_0,93.0,0.0,34.0,1.0,62.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_24_0,91.0,8.0,32.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_07_28_0,94.0,8.0,32.0,0.0,67.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_01_0,92.0,8.0,34.0,1.0,60.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_05_0,89.0,0.0,34.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_09_0,87.0,72.0,34.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_13_0,89.0,0.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_17_0,92.0,8.0,34.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_21_0,90.0,8.0,32.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_25_0,92.0,8.0,34.0,1.0,60.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_08_29_0,88.0,0.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_02_0,90.0,0.0,34.0,5.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_06_0,87.0,0.0,32.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_10_0,89.0,8.0,34.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_14_0,23.0,48.0,107.0,,5.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_18_0,88.0,0.0,34.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_22_0,87.0,0.0,32.0,8.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_26_0,86.0,0.0,32.0,9.0,42.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_09_30_0,77.0,0.0,0.0,8.0,26.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_04_0,67.0,0.0,0.0,7.0,18.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_08_0,58.0,0.0,2.0,8.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_12_0,56.0,0.0,2.0,9.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_16_0,49.0,0.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_20_0,55.0,32.0,18.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_24_0,52.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_10_28_0,47.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_01_0,46.0,0.0,0.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_05_0,23.0,48.0,115.0,,5.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_09_0,43.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_13_0,34.0,64.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_17_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_21_0,34.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_25_0,43.0,0.0,2.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_11_29_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_03_0,4.0,48.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_07_0,40.0,8.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_11_0,39.0,8.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_15_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2011_12_19_0,27.0,8.0,10.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
